rentree_scolaire;departement;numero_lycee;secteur;terminales_g;terminales_g_filles;terminales_g_garcons;terminales_sti2d;terminales_sti2d_filles;terminales_sti2d_garcons;terminales_stl;terminales_stl_filles;terminales_stl_garcons;terminales_stmg;terminales_stmg_filles;terminales_stmg_garcons;terminales_st2s;terminales_st2s_filles;terminales_st2s_garcons;terminales_std2a;terminales_std2a_filles;terminales_std2a_garcons;terminales_sthr;terminales_tmd
2020;GUYANE;9730328U;PRIVE;0;0;0;0;0;0;0;0;0;12;5;7;8;8;0;0;0;0;0;0
2020;GUYANE;9730108E;PUBLIC;142;85;57;69;13;56;10;7;3;32;21;11;54;51;3;0;0;0;0;0
2020;GUYANE;9730308X;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;GUYANE;9730421V;PUBLIC;47;29;18;0;0;0;0;0;0;29;22;7;0;0;0;0;0;0;0;0
2020;GUYANE;9730514W;PUBLIC;35;27;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;GUYANE;9730196A;PUBLIC;281;145;136;61;8;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;GUYANE;9730423X;PUBLIC;190;106;84;0;0;0;21;15;6;0;0;0;0;0;0;0;0;0;0;0
2020;GUYANE;9730511T;PRIVE;46;24;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;GUYANE;9730235T;PUBLIC;178;91;87;0;0;0;0;0;0;0;0;0;63;52;11;0;0;0;0;0
2020;GUYANE;9730371R;PUBLIC;93;70;23;0;0;0;0;0;0;54;30;24;0;0;0;0;0;0;0;0
2020;GUYANE;9730513V;PUBLIC;27;15;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;AISNE;0022022M;PRIVE;8;7;1;0;0;0;0;0;0;0;0;0;6;5;1;0;0;0;0;0
2020;AISNE;0020012C;PUBLIC;208;122;86;0;0;0;0;0;0;60;32;28;44;37;7;0;0;0;0;0
2020;AISNE;0021869W;PRIVE;19;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
2020;AISNE;0021939X;PUBLIC;106;32;74;41;3;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;AISNE;0020014E;PUBLIC;220;132;88;34;3;31;16;7;9;99;47;52;68;57;11;0;0;0;0;0
2020;AISNE;0021870X;PRIVE;26;16;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;AISNE;0021871Y;PRIVE;50;30;20;0;0;0;0;0;0;0;0;0;11;10;1;0;0;0;0;0
2020;AISNE;0020031Y;PUBLIC;127;83;44;11;0;11;0;0;0;30;21;9;0;0;0;0;0;0;0;0
2020;AISNE;0020032Z;PUBLIC;217;142;75;0;0;0;0;0;0;70;35;35;53;40;13;0;0;0;0;0
2020;AISNE;0020034B;PUBLIC;149;71;78;53;2;51;25;16;9;0;0;0;0;0;0;0;0;0;0;0
2020;AISNE;0021872Z;PRIVE;33;19;14;0;0;0;0;0;0;6;2;4;0;0;0;0;0;0;0;0
2020;AISNE;0020048S;PUBLIC;242;146;96;0;0;0;9;2;7;0;0;0;0;0;0;0;0;0;0;0
2020;AISNE;0020049T;PUBLIC;167;90;77;0;0;0;0;0;0;54;29;25;32;29;3;0;0;0;0;0
2020;AISNE;0020050U;PUBLIC;157;74;83;57;4;53;0;0;0;61;28;33;0;0;0;0;0;0;0;0
2020;AISNE;0021873A;PRIVE;142;83;59;0;0;0;0;0;0;21;9;12;0;0;0;0;0;0;0;0
2020;AISNE;0022042J;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;28;27;1;0;0;0;0;0
2020;AISNE;0022172A;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;AISNE;0020059D;PUBLIC;218;143;75;0;0;0;0;0;0;69;44;25;0;0;0;0;0;0;0;0
2020;AISNE;0021476U;PUBLIC;103;43;60;33;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;AISNE;0021874B;PRIVE;97;48;49;0;0;0;0;0;0;15;7;8;19;18;1;0;0;0;0;0
2020;AISNE;0022044L;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
2020;AISNE;0022108F;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;26;3;0;0
2020;AISNE;0021946E;PUBLIC;207;128;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;OISE;0600001A;PUBLIC;304;184;120;0;0;0;0;0;0;98;45;53;0;0;0;0;0;0;0;0
2020;OISE;0600002B;PUBLIC;114;37;77;130;22;108;44;24;20;0;0;0;0;0;0;31;20;11;0;0
2020;OISE;0601699W;PRIVE;221;122;99;0;0;0;22;12;10;31;15;16;0;0;0;0;0;0;0;0
2020;OISE;0601823F;PUBLIC;172;108;64;0;0;0;0;0;0;66;42;24;66;59;7;0;0;0;0;0
2020;OISE;0601824G;PUBLIC;256;163;93;0;0;0;0;0;0;77;37;40;0;0;0;0;0;0;0;0
2020;OISE;0601950U;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;29;24;5;0;0;0;0;0
2020;OISE;0600009J;PUBLIC;312;169;143;0;0;0;0;0;0;57;27;30;0;0;0;0;0;0;0;0
2020;OISE;0600013N;PUBLIC;299;163;136;0;0;0;0;0;0;103;44;59;47;41;6;0;0;0;0;0
2020;OISE;0600014P;PUBLIC;332;189;143;0;0;0;0;0;0;79;39;40;0;0;0;0;0;0;0;0
2020;OISE;0600015R;PUBLIC;224;116;108;64;4;60;42;21;21;37;25;12;0;0;0;0;0;0;0;0
2020;OISE;0601700X;PRIVE;25;8;17;0;0;0;0;0;0;7;4;3;0;0;0;0;0;0;0;0
2020;OISE;0601701Y;PRIVE;224;108;116;0;0;0;0;0;0;25;9;16;34;26;8;0;0;0;0;0
2020;OISE;0601863Z;PUBLIC;158;101;57;0;0;0;0;0;0;62;31;31;0;0;0;0;0;0;0;0
2020;OISE;0600021X;PUBLIC;148;76;72;0;0;0;0;0;0;81;47;34;54;47;7;0;0;0;0;0
2020;OISE;0602148J;PUBLIC;4;3;1;0;0;0;0;0;0;5;1;4;0;0;0;0;0;0;0;0
2020;OISE;0601832R;PUBLIC;246;151;95;39;3;36;0;0;0;69;41;28;0;0;0;0;0;0;0;0
2020;OISE;0601703A;PRIVE;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;OISE;0601865B;PUBLIC;209;113;96;0;0;0;0;0;0;66;32;34;0;0;0;0;0;0;0;0
2020;OISE;0601864A;PUBLIC;161;108;53;0;0;0;0;0;0;76;35;41;0;0;0;0;0;0;0;0
2020;OISE;0602070Z;PRIVE;133;72;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;OISE;0600020W;PUBLIC;318;141;177;107;9;98;57;44;13;0;0;0;0;0;0;0;0;0;0;0
2020;OISE;0600040T;PUBLIC;242;145;97;0;0;0;0;0;0;63;36;27;68;55;13;0;0;0;0;0
2020;OISE;0601831P;PRIVE;79;42;37;0;0;0;0;0;0;20;4;16;0;0;0;0;0;0;0;0
2020;OISE;0601149Y;PRIVE;199;107;92;0;0;0;0;0;0;30;15;15;18;15;3;0;0;0;0;0
2020;OISE;0601826J;PUBLIC;185;114;71;0;0;0;0;0;0;49;29;20;0;0;0;0;0;0;0;0
2020;SOMME;0800001S;PUBLIC;259;147;112;25;0;25;0;0;0;60;28;32;44;41;3;0;0;0;0;0
2020;SOMME;0801206B;PRIVE;75;41;34;0;0;0;0;0;0;25;11;14;0;0;0;0;0;0;0;0
2020;SOMME;0800007Y;PUBLIC;132;82;50;13;1;12;0;0;0;36;23;13;0;0;0;0;0;0;0;0
2020;SOMME;0800009A;PUBLIC;389;206;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;SOMME;0800010B;PUBLIC;292;166;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;SOMME;0800011C;PUBLIC;0;0;0;0;0;0;0;0;0;78;35;43;63;55;8;0;0;0;0;0
2020;SOMME;0801207C;PRIVE;160;76;84;0;0;0;0;0;0;30;10;20;0;0;0;0;0;0;0;0
2020;SOMME;0801209E;PRIVE;256;139;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;SOMME;0801327H;PUBLIC;57;24;33;76;3;73;0;0;0;0;0;0;0;0;0;31;27;4;0;0
2020;SOMME;0801479Y;PRIVE;0;0;0;0;0;0;0;0;0;66;38;28;107;94;13;0;0;0;0;0
2020;SOMME;0801700N;PUBLIC;65;35;30;15;0;15;19;13;6;0;0;0;0;0;0;0;0;0;0;0
2020;SOMME;0801742J;PRIVE;145;62;83;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;SOMME;0801841S;PUBLIC;229;128;101;0;0;0;0;0;0;69;32;37;0;0;0;0;0;0;0;0
2020;SOMME;0801874C;PRIVE;107;66;41;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;SOMME;0801882L;PUBLIC;183;96;87;0;0;0;0;0;0;70;31;39;0;0;0;0;0;0;0;0
2020;SOMME;0801888T;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
2020;SOMME;0802140S;PUBLIC;26;13;13;0;0;0;0;0;0;19;10;9;0;0;0;0;0;0;0;0
2020;SOMME;0801743K;PRIVE;34;17;17;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;0;0
2020;SOMME;0801900F;PUBLIC;95;56;39;19;1;18;0;0;0;0;0;0;43;30;13;0;0;0;0;0
2020;SOMME;0801864S;PUBLIC;176;106;70;30;4;26;0;0;0;34;18;16;0;0;0;0;0;0;0;0
2020;SOMME;0801853E;PUBLIC;172;109;63;16;4;12;0;0;0;71;45;26;0;0;0;0;0;0;0;0
2020;SOMME;0800046R;PUBLIC;140;84;56;21;0;21;0;0;0;56;36;20;0;0;0;0;0;0;0;0
2020;SOMME;0801226Y;PRIVE;27;11;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590010R;PUBLIC;255;169;86;0;0;0;0;0;0;91;57;34;0;0;0;0;0;0;0;0
2020;NORD;0590011S;PUBLIC;164;72;92;90;6;84;32;16;16;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0592926K;PRIVE;209;112;97;0;0;0;0;0;0;25;8;17;0;0;0;0;0;0;0;0
2020;NORD;0593060F;PRIVE;12;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0592928M;PRIVE;37;18;19;0;0;0;0;0;0;20;6;14;0;0;0;0;0;0;7;0
2020;NORD;0590018Z;PUBLIC;163;119;44;0;0;0;0;0;0;46;21;25;0;0;0;0;0;0;17;0
2020;NORD;0592929N;PRIVE;26;12;14;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0
2020;NORD;0590024F;PUBLIC;106;61;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0592932S;PRIVE;342;181;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0592935V;PRIVE;194;110;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590034S;PUBLIC;268;154;114;61;4;57;0;0;0;57;31;26;94;84;10;0;0;0;0;0
2020;NORD;0590035T;PUBLIC;230;131;99;0;0;0;0;0;0;35;22;13;0;0;0;0;0;0;0;0
2020;NORD;0593061G;PRIVE;151;74;77;0;0;0;0;0;0;21;10;11;27;20;7;0;0;0;0;0
2020;NORD;0590044C;PUBLIC;112;66;46;0;0;0;23;10;13;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0596854E;PUBLIC;170;89;81;23;2;21;0;0;0;41;25;16;0;0;0;0;0;0;0;0
2020;NORD;0590060V;PUBLIC;152;73;79;19;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590282L;PUBLIC;120;74;46;0;0;0;0;0;0;37;24;13;57;44;13;0;0;0;0;0
2020;NORD;0590063Y;PUBLIC;339;203;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590064Z;PUBLIC;209;136;73;0;0;0;0;0;0;58;22;36;0;0;0;0;0;0;0;0
2020;NORD;0590065A;PUBLIC;29;5;24;47;0;47;0;0;0;35;17;18;85;74;11;0;0;0;0;0
2020;NORD;0592940A;PRIVE;121;63;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593071T;PRIVE;0;0;0;17;3;14;0;0;0;0;0;0;27;22;5;0;0;0;0;0
2020;NORD;0596892W;PUBLIC;42;25;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590071G;PUBLIC;361;201;160;0;0;0;0;0;0;91;40;51;0;0;0;0;0;0;0;0
2020;NORD;0590072H;PUBLIC;208;100;108;88;3;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590073J;PUBLIC;272;151;121;0;0;0;22;11;11;34;19;15;66;55;11;0;0;0;0;0
2020;NORD;0593058D;PRIVE;0;0;0;0;0;0;0;0;0;20;11;9;47;37;10;0;0;0;0;0
2020;NORD;0593102B;PRIVE;199;114;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0594278E;PRIVE;26;5;21;30;0;30;4;1;3;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0597005U;PUBLIC;114;61;53;0;0;0;0;0;0;41;12;29;0;0;0;0;0;0;0;0
2020;NORD;0590083V;PUBLIC;73;46;27;24;4;20;0;0;0;20;17;3;0;0;0;0;0;0;0;0
2020;NORD;0593104D;PRIVE;25;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0596281G;PRIVE;258;140;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0596925G;PUBLIC;340;182;158;0;0;0;12;6;6;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590086Y;PUBLIC;353;197;156;0;0;0;0;0;0;86;30;56;0;0;0;0;0;0;0;0
2020;NORD;0595616J;PUBLIC;243;152;91;0;0;0;0;0;0;55;32;23;0;0;0;0;0;0;0;0
2020;NORD;0590093F;PUBLIC;233;131;102;0;0;0;0;0;0;74;27;47;0;0;0;0;0;0;0;0
2020;NORD;0590101P;PUBLIC;306;189;117;34;1;33;0;0;0;58;30;28;0;0;0;0;0;0;0;0
2020;NORD;0593077Z;PRIVE;0;0;0;42;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593078A;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;75;58;17;0;0;0;0;0
2020;NORD;0593136N;PRIVE;153;78;75;0;0;0;0;0;0;19;6;13;0;0;0;0;0;0;0;0
2020;NORD;0590122M;PUBLIC;83;58;25;0;0;0;56;26;30;0;0;0;169;137;32;0;0;0;0;0
2020;NORD;0590110Z;PUBLIC;227;120;107;0;0;0;0;0;0;61;26;35;0;0;0;0;0;0;0;0
2020;NORD;0593106F;PRIVE;118;65;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590112B;PUBLIC;101;62;39;0;0;0;0;0;0;32;15;17;0;0;0;0;0;0;0;0
2020;NORD;0590042A;PUBLIC;83;50;33;0;0;0;0;0;0;27;13;14;0;0;0;0;0;0;0;0
2020;NORD;0590168M;PUBLIC;159;75;84;0;0;0;0;0;0;0;0;0;26;23;3;0;0;0;0;0
2020;NORD;0590116F;PUBLIC;232;135;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590117G;PUBLIC;263;168;95;0;0;0;0;0;0;76;34;42;0;0;0;0;0;0;0;0
2020;NORD;0590119J;PUBLIC;309;156;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590121L;PUBLIC;82;27;55;83;6;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590125R;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0
2020;NORD;0590258K;PUBLIC;0;0;0;0;0;0;0;0;0;147;84;63;0;0;0;0;0;0;0;0
2020;NORD;0592922F;PRIVE;222;126;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593006X;PRIVE;0;0;0;0;0;0;15;11;4;61;29;32;88;76;12;0;0;0;0;0
2020;NORD;0593007Y;PRIVE;122;17;105;114;4;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593109J;PRIVE;147;74;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593113N;PRIVE;92;47;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593114P;PRIVE;304;164;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593117T;PRIVE;79;49;30;0;0;0;0;0;0;113;50;63;0;0;0;0;0;0;0;0
2020;NORD;0595786U;PUBLIC;40;5;35;36;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0595867G;PUBLIC;339;208;131;0;0;0;0;0;0;68;38;30;0;0;0;0;0;0;0;0
2020;NORD;0596681S;PRIVE;121;85;36;0;0;0;0;0;0;22;16;6;0;0;0;0;0;0;0;0
2020;NORD;0595657D;PRIVE;80;37;43;0;0;0;0;0;0;17;4;13;45;35;10;55;39;16;0;0
2020;NORD;0593034C;PRIVE;0;0;0;18;0;18;0;0;0;0;0;0;0;0;0;19;16;3;0;0
2020;NORD;0590143K;PUBLIC;226;111;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593225K;PRIVE;324;185;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0596122J;PRIVE;79;49;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590149S;PUBLIC;207;104;103;53;4;49;0;0;0;0;0;0;64;53;11;0;0;0;0;0
2020;NORD;0592916Z;PRIVE;82;47;35;0;0;0;0;0;0;7;2;5;23;17;6;0;0;0;0;0
2020;NORD;0595884A;PUBLIC;99;65;34;0;0;0;20;12;8;72;29;43;0;0;0;0;0;0;0;0
2020;NORD;0597137M;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0593040J;PRIVE;43;22;21;0;0;0;0;0;0;0;0;0;31;28;3;0;0;0;14;0
2020;NORD;0596335R;PRIVE;68;40;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590181B;PUBLIC;127;71;56;0;0;0;31;24;7;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590182C;PUBLIC;233;125;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590184E;PUBLIC;18;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590185F;PUBLIC;35;18;17;0;0;0;0;0;0;91;37;54;54;35;19;0;0;0;0;0
2020;NORD;0592921E;PRIVE;395;216;179;31;3;28;0;0;0;48;13;35;0;0;0;0;0;0;0;0
2020;NORD;0592963A;PRIVE;0;0;0;0;0;0;12;6;6;22;18;4;66;54;12;0;0;0;0;0
2020;NORD;0594391C;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;50;15;0;0
2020;NORD;0590192N;PUBLIC;205;106;99;0;0;0;0;0;0;49;26;23;43;39;4;0;0;0;0;0
2020;NORD;0592913W;PRIVE;143;75;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0595885B;PUBLIC;298;177;121;0;0;0;0;0;0;114;46;68;0;0;0;0;0;0;0;0
2020;NORD;0593138R;PRIVE;87;48;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590207E;PUBLIC;254;156;98;0;0;0;0;0;0;55;26;29;0;0;0;0;0;0;0;0
2020;NORD;0592976P;PRIVE;0;0;0;0;0;0;0;0;0;10;2;8;27;19;8;0;0;0;0;0
2020;NORD;0590212K;PUBLIC;276;162;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590214M;PUBLIC;120;47;73;82;7;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590215N;PUBLIC;0;0;0;0;0;0;0;0;0;33;15;18;54;43;11;0;0;0;0;0
2020;NORD;0592965C;PRIVE;243;104;139;51;6;45;0;0;0;79;28;51;0;0;0;0;0;0;0;0
2020;NORD;0592966D;PRIVE;0;0;0;0;0;0;0;0;0;54;34;20;0;0;0;0;0;0;0;0
2020;NORD;0592980U;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;79;62;17;0;0;0;0;0
2020;NORD;0593139S;PRIVE;284;184;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0590221V;PUBLIC;242;150;92;0;0;0;0;0;0;78;39;39;0;0;0;0;0;0;0;0
2020;NORD;0590222W;PUBLIC;268;155;113;0;0;0;0;0;0;61;32;29;0;0;0;0;0;0;0;0
2020;NORD;0590223X;PUBLIC;24;2;22;102;6;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0592967E;PRIVE;0;0;0;0;0;0;11;4;7;27;17;10;75;64;11;0;0;0;0;0
2020;NORD;0592969G;PRIVE;0;0;0;25;1;24;0;0;0;5;0;5;0;0;0;0;0;0;0;0
2020;NORD;0593141U;PRIVE;231;125;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0595809U;PUBLIC;287;164;123;0;0;0;62;32;30;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0592944E;PRIVE;251;131;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;NORD;0594424N;PUBLIC;260;140;120;0;0;0;0;0;0;67;28;39;0;0;0;0;0;0;0;0
2020;NORD;0590233H;PUBLIC;91;55;36;0;0;0;0;0;0;65;24;41;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0623981R;PUBLIC;192;116;76;0;0;0;0;0;0;64;38;26;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620006V;PUBLIC;266;138;128;0;0;0;0;0;0;40;18;22;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620256S;PUBLIC;259;138;121;0;0;0;32;15;17;76;24;52;101;88;13;0;0;0;0;0
2020;PAS-DE-CALAIS;0622196A;PRIVE;259;140;119;32;2;30;14;5;9;31;12;19;24;19;5;0;0;0;0;0
2020;PAS-DE-CALAIS;0624430D;PUBLIC;324;188;136;59;0;59;0;0;0;77;38;39;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620017G;PUBLIC;109;74;35;0;0;0;0;0;0;35;21;14;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620027T;PUBLIC;88;54;34;0;0;0;0;0;0;44;19;25;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620229M;PUBLIC;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622276M;PUBLIC;101;60;41;0;0;0;0;0;0;36;18;18;38;29;9;0;0;0;0;0
2020;PAS-DE-CALAIS;0620040G;PUBLIC;342;231;111;0;0;0;0;0;0;68;31;37;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620042J;PUBLIC;84;25;59;53;2;51;15;9;6;39;17;22;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622106C;PRIVE;129;69;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0623902E;PUBLIC;121;69;52;0;0;0;0;0;0;0;0;0;59;47;12;0;0;0;18;0
2020;PAS-DE-CALAIS;0620052V;PUBLIC;172;94;78;81;4;77;29;17;12;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622107D;PRIVE;168;81;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622949U;PUBLIC;295;184;111;0;0;0;0;0;0;69;33;36;67;59;8;0;0;0;0;0
2020;PAS-DE-CALAIS;0620056Z;PUBLIC;171;98;73;44;4;40;0;0;0;73;44;29;54;50;4;0;0;0;0;0
2020;PAS-DE-CALAIS;0620059C;PUBLIC;83;45;38;0;0;0;0;0;0;0;0;0;54;50;4;0;0;0;0;0
2020;PAS-DE-CALAIS;0620062F;PUBLIC;209;116;93;0;0;0;0;0;0;42;16;26;58;51;7;0;0;0;0;0
2020;PAS-DE-CALAIS;0620063G;PUBLIC;294;188;106;0;0;0;0;0;0;67;29;38;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622110G;PRIVE;103;60;43;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0624141P;PUBLIC;192;88;104;99;10;89;11;7;4;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620070P;PUBLIC;152;80;72;0;0;0;0;0;0;53;31;22;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622150A;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;0;0;0;0;0
2020;PAS-DE-CALAIS;0620093P;PUBLIC;316;200;116;0;0;0;0;0;0;103;52;51;82;71;11;0;0;0;0;0
2020;PAS-DE-CALAIS;0620095S;PUBLIC;114;55;59;53;3;50;22;12;10;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620108F;PUBLIC;148;86;62;0;0;0;0;0;0;89;47;42;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620109G;PUBLIC;41;17;24;19;0;19;0;0;0;31;19;12;82;72;10;13;12;1;0;0
2020;PAS-DE-CALAIS;0622114L;PRIVE;222;122;100;0;0;0;0;0;0;27;13;14;39;24;15;0;0;0;0;0
2020;PAS-DE-CALAIS;0622807P;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0
2020;PAS-DE-CALAIS;0620113L;PUBLIC;242;129;113;39;0;39;21;13;8;67;28;39;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0624494Y;PUBLIC;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620120U;PUBLIC;144;97;47;0;0;0;0;0;0;59;22;37;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622116N;PRIVE;187;87;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622803K;PUBLIC;199;86;113;61;3;58;24;14;10;0;0;0;55;46;9;0;0;0;0;0
2020;PAS-DE-CALAIS;0620140R;PUBLIC;280;159;121;0;0;0;0;0;0;62;34;28;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0624440P;PUBLIC;154;85;69;0;0;0;0;0;0;49;31;18;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622198C;PRIVE;36;14;22;41;2;39;0;0;0;35;25;10;33;26;7;0;0;0;0;0
2020;PAS-DE-CALAIS;0624109E;PUBLIC;127;72;55;0;0;0;0;0;0;43;16;27;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0620161N;PUBLIC;284;176;108;0;0;0;0;0;0;97;53;44;0;0;0;0;0;0;0;0
2020;PAS-DE-CALAIS;0622120T;PRIVE;83;43;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
