rentree_scolaire;departement;numero_lycee;secteur;terminales_g;terminales_g_filles;terminales_g_garcons;terminales_sti2d;terminales_sti2d_filles;terminales_sti2d_garcons;terminales_stl;terminales_stl_filles;terminales_stl_garcons;terminales_stmg;terminales_stmg_filles;terminales_stmg_garcons;terminales_st2s;terminales_st2s_filles;terminales_st2s_garcons;terminales_std2a;terminales_std2a_filles;terminales_std2a_garcons;terminales_sthr;terminales_tmd
2019;SOMME;0801206B;PRIVE;84;43;41;0;0;0;0;0;0;18;7;11;0;0;0;0;0;0;0;0
2019;SOMME;0800007Y;PUBLIC;133;68;65;26;1;25;0;0;0;46;38;8;0;0;0;0;0;0;0;0
2019;SOMME;0800009A;PUBLIC;370;190;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SOMME;0800010B;PUBLIC;260;147;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SOMME;0800011C;PUBLIC;0;0;0;0;0;0;0;0;0;84;33;51;63;54;9;0;0;0;0;0
2019;SOMME;0801207C;PRIVE;146;84;62;0;0;0;0;0;0;31;17;14;0;0;0;0;0;0;0;0
2019;SOMME;0801209E;PRIVE;261;149;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SOMME;0801327H;PUBLIC;54;19;35;87;5;82;0;0;0;0;0;0;0;0;0;35;24;11;0;0
2019;SOMME;0801479Y;PRIVE;0;0;0;0;0;0;0;0;0;56;26;30;99;92;7;0;0;0;0;0
2019;SOMME;0801700N;PUBLIC;94;52;42;28;1;27;21;13;8;0;0;0;0;0;0;0;0;0;0;0
2019;SOMME;0801742J;PRIVE;133;55;78;24;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SOMME;0801841S;PUBLIC;268;169;99;0;0;0;0;0;0;61;26;35;0;0;0;0;0;0;0;0
2019;SOMME;0801874C;PRIVE;103;62;41;24;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SOMME;0801882L;PUBLIC;214;120;94;0;0;0;0;0;0;69;25;44;0;0;0;0;0;0;0;0
2019;SOMME;0801888T;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0
2019;SOMME;0802140S;PUBLIC;33;12;21;0;0;0;0;0;0;19;4;15;0;0;0;0;0;0;0;0
2019;SOMME;0801743K;PRIVE;39;20;19;0;0;0;0;0;0;11;6;5;0;0;0;0;0;0;0;0
2019;SOMME;0801900F;PUBLIC;121;77;44;34;1;33;0;0;0;0;0;0;74;50;24;0;0;0;0;0
2019;SOMME;0801864S;PUBLIC;155;97;58;48;4;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SOMME;0801853E;PUBLIC;189;90;99;21;0;21;0;0;0;57;32;25;0;0;0;0;0;0;0;0
2019;SOMME;0800046R;PUBLIC;143;87;56;19;1;18;0;0;0;57;26;31;0;0;0;0;0;0;0;0
2019;SOMME;0801226Y;PRIVE;27;21;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590010R;PUBLIC;258;170;88;0;0;0;0;0;0;92;42;50;0;0;0;0;0;0;0;0
2019;NORD;0590011S;PUBLIC;161;64;97;98;2;96;29;17;12;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0592926K;PRIVE;227;138;89;0;0;0;0;0;0;26;8;18;0;0;0;0;0;0;0;0
2019;NORD;0593060F;PRIVE;25;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0592928M;PRIVE;40;20;20;0;0;0;0;0;0;20;8;12;0;0;0;0;0;0;8;0
2019;NORD;0590018Z;PUBLIC;188;115;73;0;0;0;0;0;0;45;13;32;0;0;0;0;0;0;21;0
2019;NORD;0592929N;PRIVE;25;14;11;0;0;0;0;0;0;0;0;0;26;24;2;0;0;0;0;0
2019;NORD;0590024F;PUBLIC;119;63;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0592932S;PRIVE;367;214;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0592935V;PRIVE;191;87;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590034S;PUBLIC;262;147;115;90;3;87;0;0;0;58;33;25;92;79;13;0;0;0;0;0
2019;NORD;0590035T;PUBLIC;245;149;96;0;0;0;0;0;0;45;14;31;0;0;0;0;0;0;0;0
2019;NORD;0593061G;PRIVE;150;92;58;0;0;0;0;0;0;20;8;12;31;26;5;0;0;0;0;0
2019;NORD;0590044C;PUBLIC;97;59;38;0;0;0;23;17;6;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0596854E;PUBLIC;209;128;81;29;1;28;0;0;0;32;8;24;0;0;0;0;0;0;0;0
2019;NORD;0590060V;PUBLIC;157;98;59;34;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590282L;PUBLIC;111;64;47;0;0;0;0;0;0;49;31;18;81;67;14;0;0;0;0;0
2019;NORD;0590063Y;PUBLIC;300;179;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590064Z;PUBLIC;174;117;57;0;0;0;0;0;0;80;41;39;0;0;0;0;0;0;0;9
2019;NORD;0590065A;PUBLIC;23;10;13;54;2;52;0;0;0;34;15;19;93;81;12;0;0;0;0;0
2019;NORD;0592940A;PRIVE;153;85;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593071T;PRIVE;0;0;0;20;0;20;0;0;0;0;0;0;31;24;7;0;0;0;0;0
2019;NORD;0596892W;PUBLIC;43;20;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590071G;PUBLIC;364;212;152;0;0;0;0;0;0;77;34;43;0;0;0;0;0;0;0;0
2019;NORD;0590072H;PUBLIC;248;119;129;78;5;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590073J;PUBLIC;294;175;119;0;0;0;27;7;20;35;15;20;70;65;5;0;0;0;0;0
2019;NORD;0593058D;PRIVE;0;0;0;0;0;0;0;0;0;22;7;15;48;40;8;0;0;0;0;0
2019;NORD;0593102B;PRIVE;215;123;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0594278E;PRIVE;21;5;16;51;2;49;6;2;4;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0597005U;PUBLIC;116;71;45;0;0;0;0;0;0;34;14;20;0;0;0;0;0;0;0;0
2019;NORD;0590083V;PUBLIC;64;38;26;20;2;18;0;0;0;24;16;8;0;0;0;0;0;0;0;0
2019;NORD;0593104D;PRIVE;30;12;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0596281G;PRIVE;241;132;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0596925G;PUBLIC;346;185;161;0;0;0;22;5;17;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590086Y;PUBLIC;336;183;153;0;0;0;0;0;0;81;26;55;0;0;0;0;0;0;0;0
2019;NORD;0595616J;PUBLIC;214;133;81;0;0;0;0;0;0;52;24;28;0;0;0;0;0;0;0;0
2019;NORD;0590093F;PUBLIC;237;133;104;0;0;0;0;0;0;76;39;37;0;0;0;0;0;0;0;0
2019;NORD;0590101P;PUBLIC;329;177;152;30;2;28;0;0;0;66;36;30;0;0;0;0;0;0;0;0
2019;NORD;0593077Z;PRIVE;0;0;0;43;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593078A;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;76;72;4;0;0;0;0;0
2019;NORD;0593136N;PRIVE;161;94;67;0;0;0;0;0;0;14;6;8;0;0;0;0;0;0;0;0
2019;NORD;0590122M;PUBLIC;79;59;20;0;0;0;61;29;32;0;0;0;172;149;23;0;0;0;0;0
2019;NORD;0590110Z;PUBLIC;221;119;102;0;0;0;0;0;0;63;30;33;0;0;0;0;0;0;0;0
2019;NORD;0593106F;PRIVE;112;57;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590112B;PUBLIC;113;71;42;0;0;0;0;0;0;26;14;12;0;0;0;0;0;0;0;0
2019;NORD;0590042A;PUBLIC;79;47;32;0;0;0;0;0;0;22;7;15;0;0;0;0;0;0;0;0
2019;NORD;0590168M;PUBLIC;176;82;94;0;0;0;0;0;0;0;0;0;31;23;8;0;0;0;0;0
2019;NORD;0590116F;PUBLIC;271;144;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590117G;PUBLIC;241;143;98;0;0;0;0;0;0;78;37;41;0;0;0;0;0;0;0;15
2019;NORD;0590119J;PUBLIC;346;192;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590121L;PUBLIC;74;18;56;111;4;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590125R;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0
2019;NORD;0590258K;PUBLIC;0;0;0;0;0;0;0;0;0;156;67;89;0;0;0;0;0;0;0;0
2019;NORD;0592922F;PRIVE;197;110;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593006X;PRIVE;0;0;0;0;0;0;25;12;13;69;32;37;105;88;17;0;0;0;0;0
2019;NORD;0593007Y;PRIVE;104;14;90;136;6;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593109J;PRIVE;166;92;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593113N;PRIVE;130;74;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593114P;PRIVE;326;191;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593117T;PRIVE;95;51;44;0;0;0;0;0;0;136;65;71;0;0;0;0;0;0;0;0
2019;NORD;0595786U;PUBLIC;17;3;14;33;7;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0595867G;PUBLIC;364;248;116;0;0;0;0;0;0;81;49;32;0;0;0;0;0;0;0;0
2019;NORD;0596681S;PRIVE;110;75;35;0;0;0;0;0;0;18;9;9;0;0;0;0;0;0;0;0
2019;NORD;0595657D;PRIVE;61;33;28;0;0;0;0;0;0;23;12;11;55;40;15;52;31;21;0;0
2019;NORD;0593034C;PRIVE;0;0;0;17;1;16;0;0;0;0;0;0;0;0;0;27;15;12;0;0
2019;NORD;0590143K;PUBLIC;273;137;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0593225K;PRIVE;329;169;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0596122J;PRIVE;89;47;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590149S;PUBLIC;210;116;94;76;2;74;0;0;0;0;0;0;72;61;11;0;0;0;0;0
2019;NORD;0592916Z;PRIVE;90;48;42;0;0;0;0;0;0;14;2;12;21;15;6;0;0;0;0;0
2019;NORD;0595884A;PUBLIC;102;64;38;0;0;0;18;10;8;64;28;36;0;0;0;0;0;0;0;0
2019;NORD;0593040J;PRIVE;49;27;22;0;0;0;0;0;0;0;0;0;16;10;6;0;0;0;7;0
2019;NORD;0596335R;PRIVE;76;39;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590181B;PUBLIC;190;91;99;0;0;0;27;13;14;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590182C;PUBLIC;218;128;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590184E;PUBLIC;26;8;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590185F;PUBLIC;46;23;23;0;0;0;0;0;0;88;31;57;62;43;19;0;0;0;0;0
2019;NORD;0592921E;PRIVE;372;203;169;35;0;35;0;0;0;54;18;36;0;0;0;0;0;0;0;0
2019;NORD;0592963A;PRIVE;0;0;0;0;0;0;13;3;10;23;17;6;91;75;16;0;0;0;0;0
2019;NORD;0594391C;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;52;15;0;0
2019;NORD;0590192N;PUBLIC;194;98;96;0;0;0;0;0;0;49;17;32;45;32;13;0;0;0;0;0
2019;NORD;0592913W;PRIVE;166;92;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0595885B;PUBLIC;345;191;154;0;0;0;0;0;0;116;58;58;0;0;0;0;0;0;0;0
2019;NORD;0593138R;PRIVE;81;49;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590207E;PUBLIC;279;160;119;0;0;0;0;0;0;61;29;32;0;0;0;0;0;0;0;0
2019;NORD;0592976P;PRIVE;0;0;0;0;0;0;0;0;0;27;16;11;32;24;8;0;0;0;0;0
2019;NORD;0590212K;PUBLIC;327;204;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590214M;PUBLIC;104;41;63;90;9;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590215N;PUBLIC;0;0;0;0;0;0;0;0;0;43;15;28;57;43;14;0;0;0;0;0
2019;NORD;0592965C;PRIVE;200;102;98;84;5;79;0;0;0;95;39;56;0;0;0;0;0;0;0;0
2019;NORD;0592966D;PRIVE;0;0;0;0;0;0;0;0;0;67;38;29;0;0;0;0;0;0;0;0
2019;NORD;0592980U;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;84;61;23;0;0;0;0;0
2019;NORD;0593139S;PRIVE;335;204;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0590221V;PUBLIC;244;157;87;0;0;0;0;0;0;76;41;35;0;0;0;0;0;0;0;0
2019;NORD;0590222W;PUBLIC;284;166;118;0;0;0;0;0;0;61;32;29;0;0;0;0;0;0;0;0
2019;NORD;0590223X;PUBLIC;31;0;31;114;5;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0592967E;PRIVE;0;0;0;0;0;0;14;5;9;36;16;20;80;69;11;0;0;0;0;0
2019;NORD;0592969G;PRIVE;0;0;0;21;0;21;0;0;0;10;1;9;0;0;0;0;0;0;0;0
2019;NORD;0593141U;PRIVE;224;110;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0595809U;PUBLIC;327;183;144;0;0;0;70;42;28;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0592944E;PRIVE;248;133;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;NORD;0594424N;PUBLIC;265;136;129;0;0;0;0;0;0;75;33;42;0;0;0;0;0;0;0;0
2019;NORD;0590233H;PUBLIC;125;70;55;0;0;0;0;0;0;68;23;45;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0623981R;PUBLIC;183;101;82;0;0;0;0;0;0;70;32;38;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620006V;PUBLIC;298;178;120;0;0;0;0;0;0;39;24;15;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620256S;PUBLIC;244;137;107;0;0;0;33;10;23;72;25;47;103;88;15;0;0;0;0;0
2019;PAS-DE-CALAIS;0622196A;PRIVE;241;139;102;28;0;28;17;6;11;29;13;16;30;23;7;0;0;0;0;0
2019;PAS-DE-CALAIS;0624430D;PUBLIC;345;204;141;90;4;86;0;0;0;60;25;35;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620017G;PUBLIC;106;57;49;0;0;0;0;0;0;39;22;17;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620027T;PUBLIC;126;69;57;0;0;0;0;0;0;48;23;25;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620229M;PUBLIC;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622276M;PUBLIC;132;80;52;0;0;0;0;0;0;29;12;17;65;53;12;0;0;0;0;0
2019;PAS-DE-CALAIS;0620040G;PUBLIC;347;212;135;0;0;0;0;0;0;70;23;47;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620042J;PUBLIC;85;32;53;75;3;72;16;10;6;53;25;28;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622106C;PRIVE;170;89;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0623902E;PUBLIC;120;64;56;0;0;0;0;0;0;0;0;0;91;76;15;0;0;0;26;0
2019;PAS-DE-CALAIS;0620052V;PUBLIC;210;100;110;73;4;69;30;17;13;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622107D;PRIVE;187;108;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622949U;PUBLIC;329;205;124;0;0;0;0;0;0;94;36;58;88;74;14;0;0;0;0;0
2019;PAS-DE-CALAIS;0620056Z;PUBLIC;209;128;81;71;4;67;0;0;0;65;38;27;56;53;3;0;0;0;0;0
2019;PAS-DE-CALAIS;0620059C;PUBLIC;106;64;42;0;0;0;0;0;0;0;0;0;60;47;13;0;0;0;0;0
2019;PAS-DE-CALAIS;0620062F;PUBLIC;196;122;74;0;0;0;0;0;0;48;21;27;56;50;6;0;0;0;0;0
2019;PAS-DE-CALAIS;0620063G;PUBLIC;336;220;116;0;0;0;0;0;0;95;53;42;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622110G;PRIVE;105;42;63;0;0;0;0;0;0;10;3;7;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0624141P;PUBLIC;214;127;87;105;3;102;28;24;4;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620070P;PUBLIC;174;103;71;0;0;0;0;0;0;58;34;24;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622150A;PRIVE;0;0;0;0;0;0;0;0;0;0;0;0;20;16;4;0;0;0;0;0
2019;PAS-DE-CALAIS;0620093P;PUBLIC;289;180;109;0;0;0;0;0;0;110;57;53;102;79;23;0;0;0;0;0
2019;PAS-DE-CALAIS;0620095S;PUBLIC;125;54;71;76;5;71;32;17;15;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620108F;PUBLIC;153;89;64;0;0;0;0;0;0;75;41;34;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620109G;PUBLIC;98;54;44;28;1;27;0;0;0;34;12;22;98;88;10;13;8;5;0;0
2019;PAS-DE-CALAIS;0622114L;PRIVE;232;126;106;0;0;0;0;0;0;29;12;17;49;33;16;0;0;0;0;0
2019;PAS-DE-CALAIS;0622807P;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0
2019;PAS-DE-CALAIS;0620113L;PUBLIC;237;122;115;42;1;41;39;32;7;81;37;44;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620120U;PUBLIC;197;116;81;0;0;0;0;0;0;60;29;31;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622116N;PRIVE;175;98;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622803K;PUBLIC;183;83;100;75;7;68;47;32;15;0;0;0;66;57;9;0;0;0;0;0
2019;PAS-DE-CALAIS;0620140R;PUBLIC;292;148;144;0;0;0;0;0;0;65;36;29;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0624440P;PUBLIC;147;78;69;0;0;0;0;0;0;69;42;27;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622198C;PRIVE;33;17;16;35;3;32;0;0;0;35;21;14;33;31;2;0;0;0;0;0
2019;PAS-DE-CALAIS;0624109E;PUBLIC;130;79;51;0;0;0;0;0;0;56;20;36;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0620161N;PUBLIC;262;185;77;0;0;0;0;0;0;124;66;58;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622120T;PRIVE;96;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0622199D;PRIVE;0;0;0;0;0;0;4;1;3;11;7;4;8;8;0;45;32;13;0;0
2019;PAS-DE-CALAIS;0620166U;PUBLIC;244;159;85;29;0;29;0;0;0;78;40;38;0;0;0;0;0;0;0;0
2019;PAS-DE-CALAIS;0623915U;PUBLIC;255;148;107;0;0;0;0;0;0;93;48;45;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770918E;PUBLIC;153;69;84;0;0;0;39;20;19;49;27;22;58;48;10;0;0;0;0;0
2019;SEINE-ET-MARNE;0772230F;PUBLIC;228;124;104;0;0;0;0;0;0;70;36;34;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772275E;PRIVE;155;91;64;28;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772292Y;PUBLIC;278;155;123;83;7;76;0;0;0;58;32;26;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772332S;PUBLIC;170;94;76;0;0;0;0;0;0;34;23;11;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770920G;PUBLIC;19;8;11;64;1;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772223Y;PUBLIC;127;65;62;0;0;0;0;0;0;41;18;23;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770922J;PUBLIC;327;189;138;60;4;56;0;0;0;80;47;33;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771720B;PRIVE;66;39;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772276F;PUBLIC;126;69;57;0;0;0;0;0;0;47;28;19;49;46;3;0;0;0;0;0
2019;SEINE-ET-MARNE;0772127U;PUBLIC;180;110;70;0;0;0;0;0;0;69;41;28;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771658J;PUBLIC;0;0;0;14;2;12;0;0;0;0;0;0;0;0;0;35;27;8;18;0
2019;SEINE-ET-MARNE;0770924L;PUBLIC;259;150;109;32;0;32;0;0;0;66;30;36;69;59;10;0;0;0;0;0
2019;SEINE-ET-MARNE;0771027Y;PUBLIC;240;137;103;37;4;33;0;0;0;64;36;28;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772751X;PUBLIC;100;56;44;31;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770926N;PUBLIC;324;209;115;0;0;0;0;0;0;74;45;29;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770927P;PUBLIC;371;177;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771200L;PRIVE;0;0;0;0;0;0;0;0;0;12;4;8;18;18;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771232W;PRIVE;112;61;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772602K;PRIVE;88;49;39;15;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772685A;PUBLIC;148;88;60;0;0;0;0;0;0;42;12;30;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771237B;PRIVE;204;116;88;0;0;0;21;10;11;24;11;13;18;14;4;0;0;0;0;0
2019;SEINE-ET-MARNE;0771512A;PUBLIC;249;145;104;0;0;0;0;0;0;64;31;33;50;42;8;0;0;0;0;0
2019;SEINE-ET-MARNE;0770943G;PUBLIC;0;0;0;19;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771663P;PUBLIC;102;52;50;0;0;0;16;7;9;49;23;26;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772294A;PUBLIC;174;97;77;0;0;0;39;25;14;46;25;21;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772228D;PUBLIC;209;99;110;0;0;0;0;0;0;62;29;33;33;30;3;0;0;0;0;0
2019;SEINE-ET-MARNE;0770930T;PUBLIC;259;131;128;0;0;0;29;10;19;78;32;46;34;30;4;0;0;0;0;0
2019;SEINE-ET-MARNE;0770931U;PUBLIC;257;150;107;83;6;77;0;0;0;84;49;35;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771246L;PRIVE;285;162;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772153X;PRIVE;0;0;0;0;0;0;0;0;0;42;21;21;31;26;5;0;0;0;5;0
2019;SEINE-ET-MARNE;0772229E;PUBLIC;292;173;119;0;0;0;0;0;0;65;34;31;50;46;4;0;0;0;0;0
2019;SEINE-ET-MARNE;0770933W;PUBLIC;168;105;63;0;0;0;0;0;0;32;16;16;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770934X;PUBLIC;68;44;24;27;1;26;0;0;0;33;20;13;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771238C;PRIVE;293;162;131;0;0;0;0;0;0;75;31;44;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771996B;PUBLIC;362;207;155;0;0;0;0;0;0;150;80;70;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772296C;PUBLIC;235;139;96;80;5;75;0;0;0;70;40;30;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770938B;PUBLIC;252;136;116;27;0;27;0;0;0;0;0;0;0;0;0;25;21;4;0;0
2019;SEINE-ET-MARNE;0772312V;PUBLIC;0;0;0;0;0;0;0;0;0;58;37;21;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772277G;PUBLIC;114;68;46;0;0;0;0;0;0;51;31;20;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770940D;PUBLIC;186;98;88;0;0;0;0;0;0;69;36;33;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771940R;PUBLIC;115;56;59;0;0;0;0;0;0;33;22;11;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771941S;PUBLIC;22;2;20;70;2;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772225A;PUBLIC;0;0;0;0;0;0;0;0;0;0;0;0;22;20;2;0;0;0;0;0
2019;SEINE-ET-MARNE;0772324H;PRIVE;141;76;65;22;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0772243V;PUBLIC;259;126;133;0;0;0;19;12;7;52;23;29;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0770942F;PUBLIC;152;91;61;0;0;0;0;0;0;83;40;43;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771336J;PUBLIC;76;34;42;38;8;30;0;0;0;0;0;0;55;51;4;0;0;0;0;0
2019;SEINE-ET-MARNE;0772290W;PRIVE;82;53;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;SEINE-ET-MARNE;0771763Y;PUBLIC;283;160;123;0;0;0;0;0;0;103;54;49;25;21;4;0;0;0;0;0
2019;SEINE-ET-MARNE;0772295B;PUBLIC;146;91;55;0;0;0;15;4;11;36;22;14;35;30;5;0;0;0;0;0
